bound	بستہ
sharp	حرافی
sharp	رساں
sharp	رواں
sharp	زیرک
sharp	عیار
sharp	ناگر
sharp	چرپرا
sharp	کٹھور
sharp	کٹیلا
sharp	کھڑتل
sharp_-_sighted	دیدہ ور
sharp_astute	پانچ
sharp_edge	دھارا
sharp_point	سوئی
sharp_practice	چالاکی
sharp_sword	حسام
sharpens	چالاکی
sharper	استاد
sharper	بانی
sharper	ٹھگ
sharpness	تندی
sharpness	حدت
sharpness	رسائی
shattered	ٹوٹا
shave	حجامت
shave.	حجامی
shaver	حجام
shaving	تراش
shaving	حجامت
shaving	حجامی
shaving	خاشاک
shaving	شیونگ
shawl	آنچل
shawl	الوان
shawl_cloth	الوان
she-camel	ناقہ
she-goat	بکری
she_is_called_padma	لکشمی
sheat	غلاف
sheath	خول
sheath	پدھان
sheath_of_a_sword	پشکر
shed	اسارا
shed	برسنا
shed	چوبارا
shed	چھتر
shed	ڈھالنا
shed	گرانا
shedding	فشاں
shedding_tears	اشک
sheep	بھیڈ
sheep-pen	کھڑک
sheep_or_cattle.	ایوارا
sheer_off	ٹلنا
sheering_off	رو پوش
sheering_off	روپوش
sheet	شیٹ
sheet_of_paper	تختہ
sheet_of_water	جل تھل
shelf	طبقہ
shell	جلا
shell	سیپ
shell	قلندر
shell	پوست
shell.	کھوپڑی
shelter	باسا
shelter	تھامنا
shelter	روک
shelter	سایہ
shelter	پردہ
shepherd	گڈریا
sherbet	شربت
shias	روافض
shield	تھامنا
shield	سپر
shield	پھرک
shield	چرم
shield	ڈھال
shield-bearer	ڈھلیت
shielding	سپرداری
shift	اکری
shift	بہانہ
shift	حیلہ
shift	سرکنا
shift	شفٹ
shift	پھیرنا
shifting	چلاؤ
shin	پنڈلی
shine	رخشندگی
shining	اجالا
shining	براج مان
shining	براق
shining	بھڑک دار
shining	درخشاں
shining	درخشندہ
shining	رخشاں
shining	رخشندہ
shining	فروزاں
shining	پربھان
shining	پرجولت
shining	چلکتا
shining	چمکدار
shinning	پرکاس
ship	نسل
ship	کشتی
shirt	پیرہن
shiver	پھرہری
shivering	سہری
shivering	لرزش
shivering	پرکمپ
shoal	چر
shock	بھڑائی
shock	دھمکا
shock	دھکا
shock	صدمہ
shock	لپٹ
shock	ٹکر
shock	ٹھوکر
shoe	جوتا
shoe	شو
shoe	نعل
shoe	پادکا
shoe	چرن
shoe	چھیتر
shoe-bearer	چرن بردار
shoe-makers_knife_or_awl	آرا
shoe_.	کفش
shoemakers_awl	آری
shoes)	پہننا
shoot	اگنا
shoot	سوئی
shoot	شوٹ
shoot	پرتان
shoot)	جمانا
shoot_of_pain	چپک
shooting	شوٹنگ
shooting_or_falling_star	شہاب
shooting_pain	دھمک
shooting_pain	ٹیس
shooting_with_a_pellet-bow	غلیل بازی
shop	شاپ
shop	پنیہ سالا
shore	تیر
shore	دھکا
shore	ٹھیس
shore	پرتیر
shore_less	اپارا
short	الغرض
short	بھربھرا
short	تحتانی
short	دو روز
short	ناٹا
short	نیچ
short	ٹھگنا
short	کم
short	کوتاہ
short-handed	کوتاہ دست
short-necked	کوتاہ گردن
short-sighted	ناعاقبت اندیش
short-sighted	کوتاہ اندیش
short-sightedness	اندھا پن
short-sightedness	کوتاہ اندیشی
short_breeches	تنبان
short_coming	قصور
short_hand_writing	اختصار نویسی
short_or_light_comedy	ناٹکا
short_rule_or_precept	سوتر
short_sighted	کوتاہ بین
short_spear	نیزہ
short_stubble	کھوٹی
short_time	ساقیء کوثر
short_trousers	پائچہ
short_vowel	حرکت
short_waistcoat	فتوحی
shorthand_writer	اختصار نویس
shortly	عنقریب
shortness	فروگزاشت
shot_forth	دمیدہ
shoulder	بازو
shoulder	دوش
shoulder	کاندھا
shoulder	کھوا
shoulder-blade	شانہ
shoulder-blade	کھوا
shout	بانگ
shout	خروش
shout	صلا
shout	صوت
shout	نعرہ
shout	پرناد
shout	ہانکنا
shouting	خروشاں
shouting_for_joy	کیرتن
shouts	غل غپاڑہ
shovel	پھاوڑا
shoving_and_pushing	دھکا دھکی
show	بتانا
show	بناوٹ
show	بھڑک
show	تیاری
show	ریا
show	شو
show	طمطراق
show	ظاہر داری
show	نظارہ
show	نمائش
show	نمود
shower	پسلا
showers	جھڑی
showing	نما
showing_itself	نما
showing_of_the_face	رونمائی
showing_or_presenting_itself	عارض
showing_the_face	رونما
showing_vehemence_or_severity	تشدد
showroom	شوروم
showy	بھڑکیلا
showy	رنگیلا
showy	رنگین
shred	جھر
shred	دھجی
shreds	پرائچہ
shrewd	دیرینہ
shrewd	زیرک
shrewd	سیانا
shrewd	شبانہ
shrewd	عیار
shrewd	قلاش
shrewd	چار ضرب
shrewd	گھاگ
shrewdness	باریک بینی
shrewdness	سیان
shrewdness	فطانت
shrewdness	پرویدنا
shrill	باربک
shrimp	جھینگا
shrimp	چنگری
shrink	بھڑکنا
shrink	گھٹنا
shrinking	شکن
shriveling	شکن
shrivelled	پخش
shroud	کفن
shrouding	تکفین
shrub	باکس
shrub	بوتا
shrub	بوٹا
shrub	جھنڈ
shrub	شجر
shuddering	سہری
shuffling	ٹال
shunning	اتقا
shunning	اجتناب
shunning	تجنب
shunning	گریز
shut	بستہ
shut	سربستہ
shut_or_close_in	پاٹنا
shutter	شٹر
shutting	پدھان
shutting_or_covering	مچولی
shutting_up	پرگرہن
shutting_up_a_road	ناکابندی
shuttle	شٹل
shuttlecock	شٹل کاک
shy	بدکنا
shy	بھڑک
shying	بھڑک
shyness	حیا
sick	آزاری
sick	بدمزہ
sick	دکھی
sick	دکھیارا
sick	رنجور
sick	روگی
sick	شکستہ
sick	علیل
sick	مرضی
sickle	دانتی
sickly	روگی
sickly_from_birth	جنم روگی
sickness	آزار
sickness	رج
sickness	روگ
sickness	عارضہ
sickness	علت
sickness	مرض
sickness	پیر
side	جانب
side	حاشیہ
side	سائڈ
side	سمت
side	سو
side	شق
side	لڑ
side	کنار
side	کونا
side	گوشہ
side-door	پلکش
side-glance	کرشمہ
side-hero	سائڈ ہیرو
side-lock	گیسو
side-look	جھانولی
side_business	سائڈ بزنس
side_of_a_bedstead	بائی
side_of_a_bedstead	بازو
side_of_the_bed	پٹی
side_quarter	رخ
sideways	قط
siesta	قیلولہ
sifting	بیز
sigh	سانس
sigh	سسکی
sigh_of_despair	دم سرد
sight	باصرہ
sight	بصیرت
sight	بینائی
sight	تبصر
sight	جوت
sight	درشن
sight	دکھاوا
sight	دیدہ
sight	روشنی
sight	رویت
sight	سوجھ
sight	شست
sight	مشاہدہ
sight	نظارہ
sight	نظر
sight	نمائش
sight	نگاہ
sight	ٹکور
sight	ڈیٹھ
sight_is_unbearable	نادیدنی
sight_of_the_face	رونمائی
sight_or_spectacle.	کھیل
sign	آکار
sign	اثر
sign	اشارہ
sign	دلالت
sign	رقم
sign	رمز
sign	سائن
sign	سراغ
sign	سین
sign	شعار
sign	علامت
sign	علم
sign	لچھن
sign	نشان
sign	نشانہ
sign	نشانی
sign	پتا
sign	پتاک
sign	پٹاری
sign	پہچان
sign-board	تختہ
sign_-_board	سائن بورڈ
sign_aries	برہ
sign_aries	حمل
sign_cancer	خرچنگ
sign_capricorn	جدی
sign_gemini	جوزا
sign_of_the_zodiac	برج
sign_sagittarius	کمان
sign_scorpio	عقرب
signal	اشارہ
signal	سگنل
signal	سین
signal	شعار
signal	نشان
signal	پتا
signature	جائزہ
signet-ruing	خاتم
signet_of_stone	تختی
significant	دال
significant_particle	حرف معنوی
signification	عبارت
signify	بتانا
signs	آثار
signs	مراسم
silence	خامشی
silence	خاموشی
silence	سن
silenced	لاجواب
silent	دم بخود
silent	ساکت
silent	سن
silent	صوم
silent_spectator	خاموش تماشائی
silght	دھیمی
silicon	سیلیکون
silk	ابریشم
silk_(thread	ریشم
silk_brocade	دیبا
silken	ریشمی
silliness	ابلہی
silliness	اناڑی پن
silliness	بھولا پن
silliness	جہل
silly	ابلہ
silly	بودلا
silly	بھولا
silly	بھوندو
silly	ناقص عقل
silly_soft	نرم
silly_talk	بک
silver	رو پہلا
silver	روپا
silver	سیمیں
silver)	تمغا
silver-leaf	ورق
silver_thread	سوت
silvered	رو پہلا
silvery	چتا
similar	تلیہ
similar	سماں
similar	مثلی
similarity	اپما
similarity	شباہت
similarity	قرینہ
similarity_of_disposition	اتفاق
simile	اپما
similitude	مشابہت
similitude	مماثلت
similitude	نظیر
similitude	پرکار
simmering	دندان شکنی
simoom	باد سموم
simper	مسکرانا
simple	ابلہ
simple	بالا بھولا
simple	بودلا
simple	بھولا
simple	بھوندو
simple	روکھا
simple	سادہ دل
simple	سادہ دلی
simple	سادہ لوح
simple	سادی
simple	سلیس
simple	سہج
simple	سیدھا
simple	صوفیانہ
simple-hearted	سادہ دل
simple-hearted	صاف دل
simple-minded	بھولا
simple-minded_people	اللہ لوگ
simple_-_hearted_person	سادہ دلی
simple_-_heartedness	سادہ دلی
simple_and_gentle	عام و خاص
simple_or_guileless_speech	بھولی باتیں
simple_person	بکری
simpleton	سادہ دلی
simpleton	سادہ لوح
simpleton	گاؤدی
simplicity	بھولا پن
simplicity	سادگی
simply	نرم
simply_remedy	لٹکا
simultaneously	ایک ساتھ
sin	جرم
sin	دوش
sin	عیب
sin	فتنہ
sin	وبال
sin	گناہ
sinapis_racemosa	راجک
since	کیونکہ
sincere	اخلاص مند
sincere	ایک جان
sincere	ایک جگر
sincere	باوفا
sincere	دلی
sincere	راست
sincere	سادہ
sincere	سادی
sincere	سچا
sincere	صادق
sincere	صمیم
sincere	مخلصانہ
sincere_affection	محبت قلبی
sincere_attachment	اخلاص
sincere_friend	مخلص دوست
sincerely	صدق دل سے
sincerely	مخلصانہ
sincerity	اخلاص
sincerity	خلوص
sincerity	سادگی
sincerity	سچائی
sincerity	صداقت
sincerity	صدق
sincerity	وفا
sincerity	پاک بازی
sinew	تانت
sinful	بد راہ
sinful	تر دامن
sinful	فاجر
sinful	مذنب
sinful	ناصواب
sinfulness	دوش
sing_pisces	مچھلی
singer	ڈھاڑی
singing	ترنم
singing	خواں
singing	زمزمہ
singing	صفیر
singing	ناد
singing	گیت
singing_aloud	کیرتن
singing_and_playing	گانا بجانا
single	ابواہت
single	اکلوتا
single	فرد
single	مجرد
single	واحد
single	وحدت
single	پرتھک
single-minded	سادہ لوح
single_line	چرن
single_piece	طاقہ
single_width	پٹ
singly	ایک ایک کرکے
singly	خالی
singly	پرتھک
singular	نادر
singular	واحد
singularity	یگانگت
sink	سنڈاس
sinless	اپاپ
sinless	پوتر
sinner	آثم
sinner	مذنب
sinner	گناہ گار
sinning	آثم
sinuate	دنتی
sip	جرعہ
sip	جرعہ جرعہ
sir	جی
sir	خداوند
sir	ٹھاکر
siren	سائرن
sister	بوا
sister	خواہر
sister-in-law	بھاوج
sister-in-law.	بھہو
sister-in-law.	سالی
sister-like	خواہرانہ
sisterly	خواہرانہ
sisterly_affection	بھنیلا
sisters_son	بھانجا
site	بھومی
site	بھون
site	پرتشٹھان
site	پرسر
sitting	آسن
sitting	اجلاس
sitting	جالس
sitting	جلسہ
sitting	جلوس
sitting	زوال
sitting	نشست
sitting-place	نشیمن
sitting_in_a_corner	گوشہ نشین
sitting_of_a_sovereign	بار
sitting_on_a_throne	تخت نشین
sitting_room	نشست
sitting_together	مجالست
sitting_up_at_night	جاگ
sitting_with	مجالست
situation	جلسہ
situation	حال
situation	درجہ
situation	روزگار
situation	سیوا
situation	گت
six	شش
six-monthly	شش ماہی
six-sided	شش جہت
six_doors	شش در
sixteen	سولہ
sixth	ششم
sixth	چھٹا
sixth_solar_month	اسوج
sixty-four	چونسٹھ
sixty-three	تریسٹھ
sixty_five	پینسٹھ
sixty_fourth	چونسٹھواں
sixty_one	اکسٹھ
sixty_six	چھیا سٹھ
sixty_sixth	چھیاسٹھواں
size	حجم
size	سائز
size	قدر
size	ڈیل
size.	آش
size.	اٹکل
skeleton	ٹھاٹ
skeleton	ڈھانچا
skeleton_of_the_thorax	قفس
skeleton_or_anatomical_preparation	تشریح
sketch	خاکہ
sketch	رسم
sketch	نقشہ
skewer	خلال
skewer	سیخچہ
skiff	پنسوہی
skiff	کشتی
skilful	استاد
skilful	جگت باز
skilful	ذہین
skilful	رساں
skilful	عاقلانہ
skilful	قادر
skilful	کار آزمودہ
skilful	کارساز
skilful_artist	صناع
skilful_in_discovering_mysteries	غیب داں
skilful_man	استاد
skilful_negotiator	کارگر
skilful_workman	کاریگر
skilfulness	چترائی
skill	بصیرت
skill	تدبیر
skill	جگت
skill	حرفت
skill	حکمت
skill	دسترس
skill	ذھن
skill	رسائی
skill	سلیقہ
skill	ظرف
skill	فطانت
skill	فن
skill	پیشہ
skill	چالاکی
skill	کارگزاری
skill	کسب
skill_in_judging	اٹکل
skilled	آزمودہ کار
skilled_in	پورا
skilled_in_language	سخن داں
skin	ادھیڑنا
skin	بکل
skin	جلد
skin	پوست
skin	چام
skin	چرم
skin	کھال
skin_diseases	جلدی امراض
skin_of_a_drum	پشکر
skin_or_slough	کیچلی
skink	ریگ ماہی
skinny	چمچرک
skipping_and_dancing_about	کود پھاند
skirt	اسکرٹ
skirt	پرینت
skirt	گھاگرا
skirts	حواشی
skirts.	نکاس
skittishness	بانکپن
skull	بھنڈار
skull	بھنڈارا
skull	کھوپرا
skull	کھوپڑی
sky	آکاش
sky	سورگ
sky	سپہر
sky	فلک
sky	پشکر
sky	چر اچر
sky	کھن
sky	گگن
sky-coloured	آسمانی
skylight	تاب دان
skylight	روشن دان
slack	مٹھا
slack	ڈھیلا
slack	ڈیلا
slacks	پتلون
slain	زخمی
slain	قتیل
slander	اہانت
slander	عیب جوئی
slander	عیب چینی
slander	عیب گیری
slander	غیبت
slander.	عیب گوئی
slanderer.	غیبتی
slanderous	غیبتی
slanderous	پشن
slant	ڈھلوان
slap	تماچہ
slap	تھاپ
slap	تھپڑ
slap	تھپیڑ
slap	تھپیڑا
slap	دھول
slap	طمانچہ
slap	چانٹا
slap	چپات
slap	چپت
slapping	غچ
slash	کاٹ
slashed_or_chopped_meat	پسندا
slaughter	خون
slaughter-house	کمیلا
slauterer	ذابح
slave	باہک
slave	بردہ
slave	بندہ
slave	داس
slave	عبد
slave	عبید
slave	غلام
slave	ولی
slave	پرلیپ
slave	پروردہ
slave	چیلا
slave	ڈنگر
slave	گرویدہ
slave-girl	لونڈی
slave.	سایہ پرور
slaver	لعاب
slavery	بندگی
slavery	غلامی
slaves	رقاب
slay	بیونتنا
sleek	نرم
sleek	چربیلا
sleekness	نرمی
sleep	استراحت
sleep	خفتہ
sleep	خواب
sleep	سپنا
sleep	نیند
sleeping	خفتہ
sleeping-place	مرقد
sleeping_soundly	تہجد
sleepless	بیدار
sleeplessness	تہجد
