bottomless	اتھاہ اگم بے پیندہ
exaggerated	شاعِرانہ
poetess	شاعِرہ شاعرہ
fantasy	شاعِری تصور وہم
hyperbole	شاعِری غُلُو مُبالغہ مبالغہ
intercessor	شافِع شفیع وسیلہ بچولیا
shafiite	شافِعی
efficacious	شافی کارگر مؤثّر فائدہ مند
categorical	شافی قاطع حتمی قطعی
healer	شافی مسیحا
tiring	شاقّہ اجیرن گراں
thankful	شاکِر مشکُور ممنون شاکر
apprentice	شاگِرد چیلا شاگرد تلمیز
apprenticeship	شاگِردی شاگردی
syria	شام
syrian	شامی
shamiana	شامِیانہ
their	شاں انکا اسکا
shanti	شانتی
sixteenth	شانزدہم سولھواں سولہواں
shah	شاہ
proudly	شاہانہ فخریہ مُتکبِّرانہ گھمنڈ سے
fumitory	شاہترہ
eyewitness	شاہِد
shaheen	شاہِین
acme	شباب مِعراج بلند ترین مقام چوٹی راس عروج
retina	شبکیّہ
scruple	شُبہ اخلاق شک تردد
ankle	شِتالنگ کعب مُخلخل منگٹ گٹا ٹخنا
cameleer	شتربان ساربان
chivalry	شُجاعت
plumpness	شحامت گداکا گدراہٹ مُٹاپا موٹاپا تیاری
bulkiness	شحامت موٹائی
prefect	شحنہ قائد
somebody	شخصے کِسی کسے کوئی یکے کوئ
celebrity	شخصیت صنادِید مشاہیر نُمود شہرت
intensify	شد زیادتی کرنا
emphasise	شد جتانا زور دینا
shaddad	شدّاد
tribulation	شدائد
heinous	شدید ہولناک کریہہ قبیح وحشیانہ
atrocious	شدید
winebibber	شرابی
naughtily	شرارتاً
wickedly	شرارتاً بدمعاشی سے فتنے خباثت شرارت
coparcenary	شِراکت
artery	شرائین نس شریان
sherbet	شربت
sherpa	شرپا
ratio	شرح لاگ نِسبت نسبت
scintillate	شرربار/فشاں چمکنا پھول جھڑنا
inflammatory	شرربار/فشاں مُحرق تھکانا
growl	شرزہ غُرّاں غُرّانا غُرّاہٹ غُرفِش غُرِندہ کُڑکُڑانا غرانا
obligatory	شرط ضروری فرضی ناگزیر لازم لازمی مقصد واجب
prerequisite	شرط
precondition	شرط اولین
provisional	شرطیہ ضِمنی عارِضی عُبُوری مُوقّت وقتی ہنگامی
conditional	شرطیہ مشروط
legally	شرعاً قانوناً لگا قانون جزا
oriental	شرقی مشرقی
participant	شُرکا شریک بر گاہ مشترک
polytheistic	شِرکیّہ
hesitantly	شرماشرمی
coy	شرمگیں حیا دار خجل شرمیلا
regretful	شرمندہ مُتاسِّف نادِم
shy	شرمیلا کچیا لجاؤُ لجیلا شرمیلی
refugee	شرنارتھی مُہاجِر مہاجر پناہ گزین
stew	شُروا قلیہ یخنی فکر حمام پریشانی پتیلی قبحہ خانہ گرم پانی سے نہلانا پناہ ملنا مچھلی کا تالاب
initiation	شُروع آغاز دخول ابتدا روشناسی
shri	شِری
sri	شِری
colleague	شریک ہم منصب ساتھی
plectrum	شِست مِضراب ناخُنہ
armament	شستر
lascivious	شطّاح مست مُشہّی عیاش فاسق نفس پرست شہوت انگیز شوخ
chess	شطرنج شاطر شت رنج
shaaban	شعبان
capillary	شعر
versification	شعرگوئی نظم گوئ قافیہ پیمائ شاعری تک بندی عروض بالکل قدرتی ہو بہو اصل جیسا
sirius	شِعریٰ
poetic	شِعریات شاعرانہ
cedilla	شعشعہ
hobby	شغل شَوق کھیل مشاغِل مشغلہ تفریحی شوق
advocacy	شفاعت تائید وکالت حمایت پیر کاری
limpid	شفّاف جھلک دار شفاف
transparency	شفّافی صفا شفافی
nectarine	شفترنگ آڑو کی ایک قسم طرح کا شفتالو
trefoil	شفتل
labial	شفوی لب نما لبوں سے متعلق
bilabial	شفوی دو ہونٹ والا
advocate	شفیع وکیل حمایت کرنا تائید
inauspiciousness	شقاوت نُحُوست
callousness	شقاوت کٹھورتا
tulip	شقائِق شقیق لالہ لالا
edict	شُقّہ فرمان فر مان رقم
callous	شقی کٹّر سنگ دل بے رحم سخت ظالم
hunting	شِکار صیّادی صَید نخچیر شکار بازی
fishing	شِکار گل
prey	شِکار صَید نخچیر شکار
shikar	شِکار صَید
shikara	شِکارا
angler	شِکاری
shikari	شِکاری
sportsman	شِکاری کھلاڑی
complainingly	شِکایتاً
shakti	شکتی
sugariness	شکر
shikra	شِکرا
thankfully	شُکراً
sugary	شکری شکریں عذب مِشٹ
saccharin	شِکرین
diagram	شکل
apparently	شکلاً ظاہِراً بظاہر فہیم ظاہرہ تبدیل نظر ظاہر ظاہری ظاہراً
morphological	شکلیاتی صرفی
breaker	شِکن فاسِخ کاسِر فاسخ
constringe	شِکن سکیڑنا
splitter	شِگاف مفلوق مفروض مفروضہ
augur	شگُونیا فال گو کاہن نجومی نکالنا پیش گوئ کرنا قیاس
paralyse	شل مشلُول مفلُوج سکتے میں آنا
turnip	شلجم
shalwar	شلوار
bib	شلُوکا رال گدی
statistical	شُماریاتی
northern	شُمالی نصف کرہ شمالی انوار قطب روشنی شمال کا میں واقع
pastille	شمامہ
idolater	شمن کفُور مُشرِک وثنی
iota	شمّہ دانہ شمہ ریزہ تل بھر
jolly	شنگ ہنس مکھ خوش مزاج مگن مسرور رنگیلا رنگین شادمان شان دار سرور میں یار باش
saturn	شنی
shiva	شِو
shawwal	شوّال
irreverent	شوخ بد تمیز بے احترام گستاخ نامحترم
pertness	شوخی چالاکی تیزی
salinity	شور شورِیت شوریدگی تھور کلّر
shura	شُوریٰ
saltpetre	شورہ
saltiness	شورِیت
saltish	شوریدہ کھارا لُونی لُونیا ملیح نمکین کھاری
outrageous	شوریدہ آبرو ریز اجیرن فتنہ پرداز ژیان
chauffeur	شوفر
enthusiast	شَوقین جوشیلا سرگرم
amateur	شَوقیہ کچا نوآموز
meteor	شِہابیّہ شہاب ثاقب
shahada	شہادت
masterpiece	شہپارہ شہکار شاہکار شہ پارہ
martyr	شُہَدا کُشتہ جان نثار شہید
hooligan	شُہدا غُنڈا گُنڈا لفنگا لُقندرا ہُڑدنگا آوارہ غنڈا شہدا
month	شہر شُہُور ماہ فروری مارچ اپریل مہینہ
citizenship	شہرداری شہریت قَومیّت مدنیت
acknowledgment	شُہرہ
townsman	شہری
nationality	شہریت قَومیّت وطنِیّت قومیت وطنیت
township	شہریت قصبہ
shahnai	شہنائی
carnal	شہوانی نفسانی جنسی
sensuality	شہوت نفسانیت عیش نفس پرستی
lecherous	شہوتی شہوانی
frigidity	شِیت بانجھ پن
chilly	شِیتل سرد ہری مرچ سرخ
sheikh	شَیخ
sheikhdom	شَیخوخت
lactation	شیرآوری
dairy	شیرکاری
shiraz	شِیراز
shirin	شِیرِیں
shisham	شِیشم
bottle	شِیشہ قواریر لَوکی بوتل شیشی
shisha	شِیشہ
vial	شِیشی قارورہ شیشی
phial	شِیشی قارورہ شیشی
shaitan	شَیطان
diabolical	شَیطانی طاغُوتی
realism	شَیئیّت واقعیّت
ballast	صابُورہ
soapy	صابُونی
sabaean	صابی
apostate	صابی مُرتد مُنحرِف مرتد
sahib	صاحِب
emanate	صادِر
veracious	صادِق راست گو صادق سچا ٹھیک
consumer	صارِف مُتلِف مصرفی مہنگا خریدار استعمال کرنے والا مستعمل
candidly	صاف کھول خالصانہ صادقانہ
frank	صاف کُشادہ بے جھجھک تکلف کھرا کشادہ دل گو
indifferently	صاف
indisputable	صاف مُسلّم بلا حجت مانا ہوا مسلم
hurriedly	صاف مارامار مُسارعت ہبڑدھبڑ ہبڑہبڑ ہڑبڑاکر جلد بازی سے
cleanness	صافی صفا صفائی
wiper	صافی جھاڑن پوچھنی
consonant	صامِتہ مُصمّتہ حرف مسمت صحیح ہم آہنگ موافق مطابق
artificer	صانِع کسبی مِستری
perseverant	صبور
bookbinder	صحّاف مُجلِّد ورّاق
journalist	صحافی فتنچی اخبار نویس صحیفہ نگار
cent	صد
centipede	صدپا کھنکھجورا کنکھجورا
dower	صِداق استری دھن جہیذ
verity	صداقت حقیقت سچا بیان سچائ سچی بات صدق
waistcoat	صدری واسکٹ شلوکا
emanation	صُدُور
centenary	صدی
century	صدی صد قرن
pureness	صراحت نُزہت
perspicuity	صراحت فصاحت
evidently	صراحتاً صرِیح صرِیحاً ظاہِراً ظاہر واضح طور پر
surahi	صُراحی
sarraf	صرّاف
sarsar	صرصر
morphology	صرف صُوریات شکلیات
exclusively	صِرف خالصتا فقط حصرا بیکھیری صرف
solely	صِرف فقط کیول مُجرّداً محض بلا شرکت سراسر
grammarian	صرفی ویاکرَنی
plainly	صرِیح صرِیحاً صاف
palpable	صرِیح سرح ظاہر
expressively	صرِیحاً
palpably	صرِیحاً
vividly	صرِیحاً صفائ سے شدت
explicitness	صفا
unambiguousness	صفا
lucidity	صفا وُضُوح صفائ اجاگری
unselfishness	صفا
epithet	صِفت لقب خطاب صفت
safar	صفر
nothing	صِفر کُڑک ہیچ قطعاً عدم ادنیٰ حقیر کچھ نہیں ناچیز
nought	صِفر
nil	صِفر کدُو نِیل نادارد نہیں صفر
choleric	صفراوی غصیلا تنک مزاج تند
biliary	صفراوی
bilious	صفراوی
fricative	صفیری
polisher	صقّال
rigour	صلابت شدت
truce	صُلح التوا جنگ مہلت صلح
cruciform	صلیبی
valve	صِمام کُھلمُندن در دریچہ
speechlessness	صمت
craftsman	صنّاع صنعت گر کار
handiwork	صِناعت دستکاری ہاتھ کا کام کار نامہ
sanders	صندل
trunk	صندوق بڑا دھڑ ہاتھی کی سونڈ جسم تنا
oblong	صندوقی کِتابی لمبوترا مُستطیل مستطیل
industry	صنعت مِحنت تکنو صنایع کارخانے حرفت
artistic	صنعتی فنکارانہ کاریگری
industrial	صنعتی تھکاوارا حرفتی
gender	صِنف اسم جنس تذکیر و تانیس پیدا کرنا ہم بستری
juniper	صنوبر
advisability	صوابدید مصلحت موزونیت موافقیت
sooba	صُوبہ
subah	صُوبہ
phonic	صَوتی
vocal	صَوتی ملفوظ صوتی زبانی
acoustic	صَوتیات
phonetic	صَوتیات صوتیات صوتی
phonology	صَوتیات
phonemic	صَوتیات
phon	صَوتیہ
phoneme	صَوتیہ
physical	صُوری طبعی طبیعی قالبی زی فطری جسمانی
neigh	صہیل ہِنہِنانا گھوڑے کی طرح ہنہنانا ہنہناہٹ
zionist	صہیُونی صیہونی
zionism	صہیُونیت صیہونیت
huntsman	صیّاد شکاری
mocker	ضاحِک بھانڈ نقل ذاحک
humorist	ضاحِک مزاح نگار ظریف
satirist	ضاحِک طنّاز ہاجی ہجو گو طناز ذاحک
multiplier	ضارِب بڑھانے والا ضارب
bail	ضامِن ضامِنی ضمانت مکفُول یرغمال کفیل
responsible	ضامِن مسئُول مس ولیت جواب دہ ذمے دار
abortive	ضائع ابتدائ ناقص ناکارہ قبل از وقت
proscription	ضبط جلا وطنی ممانعت
sequestration	ضبط
obdurate	ضِدّی نِٹُھر ڈھیٹ ہٹ دھرم کڑا سخت دل ضدی
striker	ضرّاب ضرب کرنے والا
disadvantage	ضرر دعاوت فا دہ معاوا نقصان
unavoidable	ضروری لابُدی لازِمی مُبرم اٹل ناگریز جسے ٹالا نہ جا سکے لازم
indispensable	ضروری لابُدی لازِم مُتلازِم ناگزیر اہم جزی مطلوب حصیر اٹل فرض لازمی واجب
debility	ضُعف ناطاقتی نقاہت کم زوری ناتوانی ضعف
zilla	ضِلع
embrocation	ضِماد طِلا
liniment	ضِماد طِلا مرہم تلہ
guaranty	ضمان امانت بیمہ کفالت ضمانت
sponsor	ضمانتی مُتضمِّن فنڈر مولی ڈانر حمای کفیل ضامن
tacitly	ضِمناً
implicative	ضِمنی اشاری پیچ دار
pronominal	ضمیری
addendum	ضمیمہ اضافہ
luminescent	ضیابار/پاش چمکیلا روشن نورانی اجاگر
printer	طابِع چاپ گر چھاپنے والا طابع طبع
kiosk	طارم گرمائ گھر کھوکھا کوشک
overshadow	طاری تاری چھا جانا ماند کرنا ہونا
drinking	طاس مشرب
obsequiousness	طاعت سعادت مندی
asperser	طاعِن
reproacher	طاعِن
reviler	طاعِن
pestilence	طاعُون مری وبا وبال
shelf	طاق مِحراب طاقچہ
entity	طاقہ ہستی وجود
arched	طاقی قُوز قَوسی کمان گُڑمُڑا مِحرابی مُنحنی طاق
unsullied	طاہِر مبرا
circumambulate	طائِف
troupe	طائِفہ طوائف گِروہ منڈلی طائفہ ٹولی
manna	طباشیر من
idiosyncrasy	طبع انفرادی مزاج خبط مخصوص عادت
sectional	طبقاتی
storey	طبقہ منازل منزل
floor	طبقہ فرش فُروش ہرانا زمین پر پٹخنا بنانا
tabl	طبل
folder	طبلق
medical	طِبّی علاج طبی
therapeutic	طِبّی علاجی شفائ
physicist	طبیعی
spleen	طِحال تِلّی تحال
architect	طرّاح مُہندس بانی معمار
architecture	طرّاحی فن تعمیر
cutpurse	طرّار
succulence	طراوت
rareness	طُرفگی نُدرت ندرت
wonderfulness	طُرفگی
forelock	طُرّہ کاکُل
cult	طریقت
bait	طُعمہ ترغیب چارہ لگانا دام میں لانا پھسلانا دینا لالچ
childlike	طِفلانہ
parasitic	طُفَیلی
talismanic	طِلِسمی
facetious	طنّاز مذاقِیہ مُضحِک ہنسوڑ مزاحیہ شوخ ٹھٹھول ظریف
sarcastic	طنّاز طنزیہ مُستہزی نمکین اہانت آمیز
facetiousness	طنّازی
tambour	طنبور
ironically	طنزاً استہزائ سے طعن آمیزی
jeeringly	طنزاً
sarcastically	طنزاً
tauntingly	طنزاً
satirical	طنزیہ طنّاز
protractedness	طوالت
parakeet	طُوطی
